Rank,Player,Country,Hit,Single,Outside,Other,Pcnt,Double,Year
64,Andrew Gilding,ENG,48,33,36,6,39.02%,8,2022
65,Dimitri Van den Bergh,BEL,216,132,210,0,38.71%,8,2022
66,Jonny Clayton,WAL,288,195,270,0,38.25%,8,2022
67,Ritchie Edhouse,ENG,39,9,54,0,38.24%,8,2022
68,Stephen Bunting,ENG,96,54,102,0,38.1%,8,2022
69,Boris Krčmar,CRO,42,27,42,0,37.84%,8,2022
70,Radoslaw Szaganski,POL,9,0,15,0,37.5%,8,2022
71,Dennis Nilsson,SWE,9,3,12,0,37.5%,8,2022
72,Adrian Lewis,ENG,57,33,63,0,37.25%,8,2022
73,Gabriel Clemens,GER,87,45,102,0,37.18%,8,2022
74,Leonard Gates,USA,30,24,18,9,37.04%,8,2022
75,Max Hopp,GER,21,3,30,3,36.84%,8,2022
76,Gerwyn Price,WAL,84,48,96,0,36.84%,8,2022
77,Berry van Peer,NED,21,0,33,3,36.84%,8,2022
78,Callan Rydz,ENG,42,30,42,0,36.84%,8,2022
79,Chris Dobey,ENG,96,63,102,3,36.36%,8,2022
80,Andy Boulton,SCO,12,6,15,0,36.36%,8,2022
81,Rusty-Jake Rodriguez,AUT,30,24,27,3,35.71%,8,2022
82,Nathan Rafferty,NIR,15,3,24,0,35.71%,8,2022
83,Mike De Decker,BEL,30,18,36,0,35.71%,8,2022
84,James Wilson,ENG,15,18,9,0,35.71%,8,2022
85,Peter Wright,SCO,210,120,258,3,35.53%,8,2022
86,Rowby-John Rodriguez,AUT,60,45,66,0,35.09%,8,2022
87,Dave Chisnall,ENG,78,48,102,0,34.21%,8,2022
88,Niko Springer,GER,15,6,24,0,33.33%,8,2022
89,Brett Claydon,ENG,9,6,12,0,33.33%,8,2022
90,John O Shea,IRL,9,9,9,0,33.33%,8,2022
91,Adam Gawlas,CZE,27,9,45,0,33.33%,8,2022
92,Devon Petersen,RSA,30,12,48,0,33.33%,8,2022
93,Lukas Wenig,GER,9,9,9,0,33.33%,8,2022
94,Keane Barry,IRL,54,51,60,0,32.73%,8,2022
95,Scott Waites,ENG,36,33,42,0,32.43%,8,2022
96,Darius Labanauskas,LTH,27,21,36,0,32.14%,8,2022
97,Sebastian Bialecki,POL,18,21,18,0,31.58%,8,2022
98,Ian White,ENG,15,12,21,0,31.25%,8,2022
99,Mensur Suljović,AUT,24,15,39,0,30.77%,8,2022
100,Niels Zonneveld,NED,9,3,18,0,30%,8,2022
101,Lewis Williams,WAL,21,21,30,0,29.17%,8,2022
102,Ross Montgomery,SCO,6,9,6,0,28.57%,8,2022
103,George Killington,ENG,12,9,21,0,28.57%,8,2022
104,Ted Evetts,ENG,18,9,36,0,28.57%,8,2022
105,Ryan Searle,ENG,15,30,9,0,27.78%,8,2022
106,Jeffrey de Zwaan,NED,24,15,45,3,27.59%,8,2022
107,Lisa Ashton,ENG,12,0,30,3,26.67%,8,2022
108,Shaun Wilkinson,ENG,6,6,9,3,25%,8,2022
109,William Borland,SCO,9,6,21,0,25%,8,2022
110,Connor Scutt,ENG,9,12,15,0,25%,8,2022
111,Mickey Mansell,NIR,6,0,18,0,25%,8,2022
112,Geert De Vos,BEL,6,9,9,0,25%,8,2022
113,Fallon Sherrock,ENG,12,24,15,0,23.53%,8,2022
114,Grant Sampson,RSA,6,3,18,0,22.22%,8,2022
115,Mario Vandenbogaerde,BEL,6,12,15,0,18.18%,8,2022
116,Kevin Doets,NED,6,12,18,0,16.67%,8,2022
117,Jules Van Dongen,USA,6,12,18,0,16.67%,8,2022
118,Damian Mol,NED,3,12,6,0,14.29%,8,2022
119,Fabian Schmutzler,GER,3,3,15,0,14.29%,8,2022
120,Nick Fullwell,ENG,0,12,9,0,0%,8,2022
1,Martin Schindler,GER,30,6,12,0,62.5%,9,2022
2,Stephen Bunting,ENG,21,0,15,0,58.33%,9,2022
3,Boris Krčmar,CRO,24,0,18,0,57.14%,9,2022
4,Jonny Clayton,WAL,24,9,9,0,57.14%,9,2022
5,Andrew Gilding,ENG,15,6,6,0,55.56%,9,2022
6,Luke Humphries,ENG,54,15,33,0,52.94%,9,2022
7,Kevin Doets,NED,15,0,15,0,50%,9,2022
8,Nathan Rafferty,NIR,12,0,12,0,50%,9,2022
9,Krzysztof Ratajski,POL,12,3,9,0,50%,9,2022
10,Nathan Aspinall,ENG,24,6,21,0,47.06%,9,2022
11,Peter Wright,SCO,69,18,60,0,46.94%,9,2022
12,Damon Heta,AUS,21,12,12,0,46.67%,9,2022
13,Michael Smith,ENG,48,15,42,0,45.71%,9,2022
14,Mervyn King,ENG,9,6,6,0,42.86%,9,2022
15,Joe Cullen,ENG,36,21,27,0,42.86%,9,2022
16,Simon Whitlock,AUS,18,12,12,0,42.86%,9,2022
17,Ryan Joyce,ENG,9,6,6,0,42.86%,9,2022
18,Jeffrey de Zwaan,NED,9,3,6,3,42.86%,9,2022
19,Chris Dobey,ENG,15,6,9,6,41.67%,9,2022
20,Gerwyn Price,WAL,21,0,27,3,41.18%,9,2022
21,Florian Hempel,GER,21,12,18,0,41.18%,9,2022
22,Gabriel Clemens,GER,27,12,24,3,40.91%,9,2022
23,William O'Connor,IRL,12,6,12,0,40%,9,2022
24,Danny Noppert,NED,24,24,9,3,40%,9,2022
25,Adrian Lewis,ENG,12,3,15,0,40%,9,2022
26,Rob Cross,ENG,39,30,33,0,38.24%,9,2022
27,Dirk van Duijvenbode,NED,39,18,39,6,38.24%,9,2022
28,Alan Soutar,SCO,27,18,24,3,37.5%,9,2022
29,Mike De Decker,BEL,9,9,6,0,37.5%,9,2022
30,Ian White,ENG,9,6,9,0,37.5%,9,2022
31,Matt Campbell,CAN,9,6,6,3,37.5%,9,2022
32,Daryl Gurney,NIR,24,21,15,6,36.36%,9,2022
33,Martijn Kleermaker,NED,12,6,15,0,36.36%,9,2022
34,Ross Smith,ENG,33,15,45,0,35.48%,9,2022
35,Luke Woodhouse,ENG,9,3,15,0,33.33%,9,2022
36,James Wade,ENG,9,3,15,0,33.33%,9,2022
37,Fallon Sherrock,ENG,9,6,12,0,33.33%,9,2022
38,Karel Sedláček,CZE,9,15,6,0,30%,9,2022
39,Jamie Hughes,ENG,9,6,15,0,30%,9,2022
40,Dimitri Van den Bergh,BEL,24,12,45,0,29.63%,9,2022
41,Dave Chisnall,ENG,24,21,24,12,29.63%,9,2022
42,Michael van Gerwen,NED,33,30,51,0,28.95%,9,2022
43,Ritchie Edhouse,ENG,12,12,18,0,28.57%,9,2022
44,Adam Gawlas,CZE,6,6,9,0,28.57%,9,2022
45,José de Sousa,POR,10,10,18,2,25%,9,2022
46,Rsoer Roes,POR,5,5,9,1,25%,9,2022
47,Max Hopp,GER,6,3,15,0,25%,9,2022
48,Rowby-John Rodriguez,AUT,12,15,30,6,19.05%,9,2022
49,Gary Anderson,SCO,6,15,12,0,18.18%,9,2022
50,Scott Waites,ENG,6,15,12,0,18.18%,9,2022
51,Martin Lukeman,ENG,6,12,21,0,15.38%,9,2022
52,Jeff Smith,CAN,3,0,18,3,12.5%,9,2022
53,Vincent van der Voort,NED,3,3,15,6,11.11%,9,2022
54,Danny Jansen,NED,3,3,24,0,10%,9,2022
1,Kevin Burness,NIR,15,0,6,0,71.43%,10,2022
2,Jules Van Dongen,USA,33,6,9,0,68.75%,10,2022
3,Jelle Klaasen,NED,24,12,3,0,61.54%,10,2022
4,Jermaine Wattimena,NED,63,9,30,3,60%,10,2022
5,James Wilson,ENG,30,3,15,3,58.82%,10,2022
6,Jamie Clark,SCO,12,6,3,0,57.14%,10,2022
7,Ryan Meikle,ENG,102,21,57,0,56.67%,10,2022
8,John Michael,GRE,15,3,9,0,55.56%,10,2022
9,Mickey Mansell,NIR,57,12,36,0,54.29%,10,2022
10,Jim Williams,WAL,39,18,15,0,54.17%,10,2022
11,Ricky Evans,ENG,45,18,21,0,53.57%,10,2022
12,Jonny Clayton,WAL,183,51,111,6,52.14%,10,2022
13,James Wade,ENG,423,105,270,15,52.03%,10,2022
14,David Evans,ENG,12,0,9,3,50%,10,2022
15,Raymond van Barneveld,NED,33,9,24,0,50%,10,2022
16,Danny van Trijp,NED,24,6,18,0,50%,10,2022
17,Krzysztof Ratajski,POL,48,21,27,0,50%,10,2022
18,Keane Barry,IRL,60,33,27,0,50%,10,2022
19,Craig Galliano,GIB,12,3,6,3,50%,10,2022
20,Dave Cameron,CAN,30,3,30,0,47.62%,10,2022
21,Alan Soutar,SCO,30,18,12,3,47.62%,10,2022
22,Vincent van der Voort,NED,75,33,51,0,47.17%,10,2022
23,Keegan Brown,ENG,24,12,15,0,47.06%,10,2022
24,Richie Burnett,WAL,24,3,18,6,47.06%,10,2022
25,Jeff Smith,CAN,24,15,9,3,47.06%,10,2022
26,Leonard Gates,USA,15,12,6,0,45.45%,10,2022
27,Andrew Gilding,ENG,87,63,42,0,45.31%,10,2022
28,John Henderson,SCO,27,18,15,0,45%,10,2022
29,Luke Humphries,ENG,165,84,108,12,44.72%,10,2022
30,Nico Kurz,GER,12,6,9,0,44.44%,10,2022
31,Steve Lennon,IRL,12,9,3,3,44.44%,10,2022
32,Damon Heta,AUS,129,63,99,0,44.33%,10,2022
33,Mensur Suljović,AUT,66,24,57,3,44%,10,2022
34,Danny Jansen,NED,33,12,27,3,44%,10,2022
35,Rob Cross,ENG,120,57,93,3,43.96%,10,2022
36,Martijn Kleermaker,NED,63,21,54,6,43.75%,10,2022
37,Matt Campbell,CAN,51,18,48,0,43.59%,10,2022
38,Bradley Brooks,ENG,30,3,30,6,43.48%,10,2022
39,William O'Connor,IRL,39,30,21,0,43.33%,10,2022
40,Lewis Williams,WAL,36,24,24,0,42.86%,10,2022
41,Callan Rydz,ENG,54,33,39,0,42.86%,10,2022
42,Darren Webster,ENG,9,6,6,0,42.86%,10,2022
43,Michael Smith,ENG,438,303,279,6,42.69%,10,2022
44,Scott Williams,ENG,69,36,57,0,42.59%,10,2022
45,Danny Noppert,NED,276,144,222,9,42.4%,10,2022
46,Madars Razma,LTV,78,36,72,0,41.94%,10,2022
47,Shaun Wilkinson,ENG,15,0,21,0,41.67%,10,2022
48,Peter Wright,SCO,177,126,123,3,41.26%,10,2022
49,Gordon Mathers,AUS,21,21,9,0,41.18%,10,2022
50,José de Sousa,POR,86,66,58,0,40.95%,10,2022
51,Rsoer Roes,POR,43,33,29,0,40.95%,10,2022
52,Stephen Bunting,ENG,78,63,45,6,40.63%,10,2022
53,Martin Schindler,GER,93,72,63,3,40.26%,10,2022
54,Daniel Larsson,SWE,12,15,3,0,40%,10,2022
55,Ryan Searle,ENG,120,54,126,0,40%,10,2022
56,Dave Chisnall,ENG,156,147,84,3,40%,10,2022
57,Ross Smith,ENG,48,51,21,0,40%,10,2022
58,William Borland,SCO,12,6,12,0,40%,10,2022
59,Adrian Lewis,ENG,66,36,66,0,39.29%,10,2022
60,Jamie Hughes,ENG,42,21,45,0,38.89%,10,2022
61,Josh Rock,NIR,105,111,54,0,38.89%,10,2022
62,Martin Lukeman,ENG,51,24,57,0,38.64%,10,2022
63,Ritchie Edhouse,ENG,24,24,15,0,38.1%,10,2022
64,Dimitri Van den Bergh,BEL,75,33,81,9,37.88%,10,2022
65,Kim Huybrechts,BEL,42,24,42,3,37.84%,10,2022
66,Mike De Decker,BEL,27,24,18,3,37.5%,10,2022
67,Scott Mitchell,ENG,9,6,9,0,37.5%,10,2022
68,Paolo Nebrida,PHI,9,6,9,0,37.5%,10,2022
69,Chris Dobey,ENG,60,81,15,6,37.04%,10,2022
70,Sebastian Bialecki,POL,21,12,24,0,36.84%,10,2022
71,Joe Murnan,ENG,21,24,12,0,36.84%,10,2022
72,Michael van Gerwen,NED,264,153,294,6,36.82%,10,2022
73,Danny Baggish,USA,33,24,33,0,36.67%,10,2022
74,Luke Woodhouse,ENG,33,12,42,3,36.67%,10,2022
75,Lukas Wenig,GER,12,9,9,3,36.36%,10,2022
76,Florian Hempel,GER,24,24,18,0,36.36%,10,2022
77,Gerwyn Price,WAL,387,264,420,12,35.73%,10,2022
78,Adam Gawlas,CZE,21,27,12,0,35%,10,2022
79,Nathan Rafferty,NIR,54,33,63,6,34.62%,10,2022
80,Simon Whitlock,AUS,69,42,84,6,34.33%,10,2022
81,Joe Cullen,ENG,177,90,252,3,33.91%,10,2022
82,Adam Hunt,ENG,9,3,15,0,33.33%,10,2022
83,Ricardo Pietreczko,GER,9,3,15,0,33.33%,10,2022
84,Dragutin Horvat,GER,9,3,15,0,33.33%,10,2022
85,Dirk van Duijvenbode,NED,105,78,129,3,33.33%,10,2022
86,Nathan Aspinall,ENG,96,93,99,0,33.33%,10,2022
87,Robert Owen,WAL,9,6,12,0,33.33%,10,2022
88,Rowby-John Rodriguez,AUT,63,45,78,9,32.31%,10,2022
89,Daryl Gurney,NIR,48,42,60,0,32%,10,2022
90,Ian White,ENG,15,15,18,0,31.25%,10,2022
91,Wesley Plaisier,NED,12,12,15,0,30.77%,10,2022
92,Karel Sedláček,CZE,30,36,30,3,30.3%,10,2022
93,Geert Nentjes,NED,30,36,30,3,30.3%,10,2022
94,Scott Waites,ENG,15,18,18,0,29.41%,10,2022
95,Gary Anderson,SCO,105,126,129,6,28.69%,10,2022
96,Mervyn King,ENG,12,18,12,0,28.57%,10,2022
97,Eddie Lovely,ENG,6,6,9,0,28.57%,10,2022
98,Daniel Lauby Jr.,USA,6,6,9,0,28.57%,10,2022
99,Gabriel Clemens,GER,57,63,84,3,27.54%,10,2022
100,John O Shea,IRL,21,24,33,0,26.92%,10,2022
101,Nick Fullwell,ENG,6,3,15,0,25%,10,2022
102,Cameron Menzies,SCO,18,24,30,0,25%,10,2022
103,Max Hopp,GER,12,9,24,3,25%,10,2022
104,Mario Vandenbogaerde,BEL,9,9,18,0,25%,10,2022
105,Ross Montgomery,SCO,18,21,36,0,24%,10,2022
106,José Justicia,ESP,15,12,36,0,23.81%,10,2022
107,Brendan Dolan,NIR,21,36,33,0,23.33%,10,2022
108,Boris Krčmar,CRO,18,27,30,3,23.08%,10,2022
109,Rusty-Jake Rodriguez,AUT,15,33,18,0,22.73%,10,2022
110,Steve Beaton,ENG,21,33,33,6,22.58%,10,2022
111,Brett Claydon,ENG,12,18,24,0,22.22%,10,2022
112,Kevin Doets,NED,6,18,0,3,22.22%,10,2022
113,Aileen de Graaf,NED,6,12,9,0,22.22%,10,2022
114,Darius Labanauskas,LTH,15,30,24,3,20.83%,10,2022
115,Kenny Neyens,BEL,6,6,15,3,20%,10,2022
116,Ron Meulenkamp,NED,9,18,15,3,20%,10,2022
117,Geert De Vos,BEL,9,6,30,0,20%,10,2022
118,Fallon Sherrock,ENG,12,30,21,0,19.05%,10,2022
119,Jeffrey de Zwaan,NED,18,39,45,0,17.65%,10,2022
120,Berry van Peer,NED,9,15,24,3,17.65%,10,2022
121,Niels Zonneveld,NED,18,24,48,12,17.65%,10,2022
122,Ted Evetts,ENG,6,15,15,0,16.67%,10,2022
123,Ryan Joyce,ENG,9,9,36,0,16.67%,10,2022
124,Maik Kuivenhoven,NED,6,21,9,0,16.67%,10,2022
125,Gian van Veen,NED,3,6,12,0,14.29%,10,2022
126,Luc Peters,NED,6,12,24,0,14.29%,10,2022
127,Lisa Ashton,ENG,3,15,3,0,14.29%,10,2022
128,Jimmy Hendriks,NED,3,15,3,0,14.29%,10,2022
129,Jim McEwan,SCO,0,12,15,3,0%,10,2022
130,Devon Petersen,RSA,0,9,12,0,0%,10,2022
1,James Wade,ENG,18,3,3,0,75%,11,2022
2,Damon Heta,AUS,15,6,3,0,62.5%,11,2022
3,Luke Humphries,ENG,12,6,3,0,57.14%,11,2022
4,Callan Rydz,ENG,12,3,6,0,57.14%,11,2022
5,Jonny Clayton,WAL,18,9,9,0,50%,11,2022
6,Gary Anderson,SCO,9,3,9,0,42.86%,11,2022
7,Michael van Gerwen,NED,18,9,18,0,40%,11,2022
8,Dimitri Van den Bergh,BEL,9,0,12,3,37.5%,11,2022
9,Gerwyn Price,WAL,12,0,18,3,36.36%,11,2022
10,Danny Jansen,NED,9,0,18,0,33.33%,11,2022
11,Dave Chisnall,ENG,9,3,18,0,30%,11,2022
12,Danny Noppert,NED,9,9,12,3,27.27%,11,2022
13,Peter Wright,SCO,6,6,12,0,25%,11,2022
14,Gabriel Clemens,GER,3,9,9,3,12.5%,11,2022
15,Devon Petersen,RSA,3,0,18,3,12.5%,11,2022
16,Joe Cullen,ENG,3,9,24,0,8.33%,11,2022
1,Danny Baggish,USA,18,3,3,0,75%,12,2022
2,Niels Zonneveld,NED,15,0,6,0,71.43%,12,2022
3,Adrian Lewis,ENG,30,12,9,0,58.82%,12,2022
4,Danny Jansen,NED,24,3,15,0,57.14%,12,2022
5,Ricky Evans,ENG,12,3,6,0,57.14%,12,2022
6,Mike De Decker,BEL,21,9,9,0,53.85%,12,2022
7,Josh Rock,NIR,75,24,45,0,52.08%,12,2022
8,Gordon Mathers,AUS,12,3,9,0,50%,12,2022
9,Nathan Rafferty,NIR,42,9,30,3,50%,12,2022
10,James Wade,ENG,99,48,54,3,48.53%,12,2022
11,Nathan Aspinall,ENG,87,42,51,0,48.33%,12,2022
12,Danny Noppert,NED,81,60,27,0,48.21%,12,2022
13,Rowby-John Rodriguez,AUT,24,12,15,0,47.06%,12,2022
14,Gerwyn Price,WAL,210,99,138,6,46.36%,12,2022
15,Dimitri Van den Bergh,BEL,81,33,66,3,44.26%,12,2022
16,Adam Gawlas,CZE,18,6,18,0,42.86%,12,2022
17,Luke Humphries,ENG,81,60,48,0,42.86%,12,2022
18,Boris Krčmar,CRO,18,12,12,0,42.86%,12,2022
19,Ross Smith,ENG,9,9,3,0,42.86%,12,2022
20,Darren Penhall,AUS,9,0,12,0,42.86%,12,2022
21,José de Sousa,POR,44,34,26,0,42.31%,12,2022
22,Rsoer Roes,POR,22,17,13,0,42.31%,12,2022
23,Raymond van Barneveld,NED,33,18,27,0,42.31%,12,2022
24,Vincent van der Voort,NED,24,12,21,0,42.11%,12,2022
25,Martin Lukeman,ENG,21,15,15,0,41.18%,12,2022
26,Jonny Clayton,WAL,144,78,123,6,41.03%,12,2022
27,Michael Smith,ENG,111,60,102,3,40.22%,12,2022
28,William O'Connor,IRL,12,12,6,0,40%,12,2022
29,Martijn Kleermaker,NED,24,18,18,0,40%,12,2022
30,Callan Rydz,ENG,30,30,15,0,40%,12,2022
31,Dave Chisnall,ENG,51,36,42,3,38.64%,12,2022
32,Stephen Bunting,ENG,30,24,18,6,38.46%,12,2022
33,Chris Dobey,ENG,24,21,18,0,38.1%,12,2022
34,Ryan Searle,ENG,45,33,42,0,37.5%,12,2022
35,Ron Meulenkamp,NED,9,12,3,0,37.5%,12,2022
36,Mickey Mansell,NIR,18,18,12,0,37.5%,12,2022
37,Dirk van Duijvenbode,NED,18,18,12,0,37.5%,12,2022
38,Peter Wright,SCO,90,75,78,0,37.04%,12,2022
39,Ryan Meikle,ENG,30,15,33,3,37.04%,12,2022
40,Gary Anderson,SCO,33,21,36,0,36.67%,12,2022
41,Mervyn King,ENG,12,12,9,0,36.36%,12,2022
42,Keane Barry,IRL,36,27,36,0,36.36%,12,2022
43,Steve Beaton,ENG,15,9,18,0,35.71%,12,2022
44,Jim Williams,WAL,18,15,18,0,35.29%,12,2022
45,Madars Razma,LTV,21,15,24,0,35%,12,2022
46,Joe Cullen,ENG,54,60,42,0,34.62%,12,2022
47,Damon Heta,AUS,45,45,42,0,34.09%,12,2022
48,Brett Claydon,ENG,9,0,18,0,33.33%,12,2022
49,Matt Campbell,CAN,15,6,24,0,33.33%,12,2022
50,Martin Schindler,GER,15,24,3,3,33.33%,12,2022
51,Andrew Gilding,ENG,54,36,72,0,33.33%,12,2022
52,Michael van Gerwen,NED,96,99,99,0,32.65%,12,2022
53,Brendan Dolan,NIR,24,12,36,3,32%,12,2022
54,Daryl Gurney,NIR,18,24,15,0,31.58%,12,2022
55,Alan Soutar,SCO,18,15,24,0,31.58%,12,2022
56,Darius Labanauskas,LTH,12,9,15,3,30.77%,12,2022
57,Danny van Trijp,NED,9,6,15,0,30%,12,2022
58,Krzysztof Ratajski,POL,24,21,36,0,29.63%,12,2022
59,Jamie Hughes,ENG,27,18,45,3,29.03%,12,2022
60,Joe Murnan,ENG,6,3,12,0,28.57%,12,2022
61,Scott Williams,ENG,9,18,6,0,27.27%,12,2022
62,Simon Whitlock,AUS,15,18,24,0,26.32%,12,2022
63,Jimmy Hendriks,NED,6,3,15,0,25%,12,2022
64,Gabriel Clemens,GER,39,51,66,0,25%,12,2022
65,Ryan Joyce,ENG,6,6,12,0,25%,12,2022
66,Mensur Suljović,AUT,12,3,33,3,23.53%,12,2022
67,Jermaine Wattimena,NED,9,15,15,0,23.08%,12,2022
68,Karel Sedláček,CZE,12,27,15,0,22.22%,12,2022
69,Lukas Wenig,GER,6,3,18,0,22.22%,12,2022
70,Jeffrey de Zwaan,NED,6,6,15,3,20%,12,2022
71,Rob Cross,ENG,12,30,33,0,16%,12,2022
72,Kim Huybrechts,BEL,12,33,33,0,15.38%,12,2022
73,Ricardo Pietreczko,GER,3,3,18,0,12.5%,12,2022
74,Luke Woodhouse,ENG,3,18,6,0,11.11%,12,2022
75,Keegan Brown,ENG,0,15,3,3,0%,12,2022
1,Damon Heta,AUS,12,3,6,0,57.14%,13,2022
2,Michael Smith,ENG,27,9,15,3,50%,13,2022
3,Danny Noppert,NED,12,6,6,0,50%,13,2022
4,Gerwyn Price,WAL,12,0,12,0,50%,13,2022
5,Joe Cullen,ENG,9,6,6,0,42.86%,13,2022
6,Raymond van Barneveld,NED,9,0,12,0,42.86%,13,2022
7,James Wade,ENG,9,3,12,0,37.5%,13,2022
8,Peter Wright,SCO,6,9,6,0,28.57%,13,2022
9,Josh Rock,NIR,6,9,6,0,28.57%,13,2022
1,Ryan Searle,ENG,15,3,3,0,71.43%,14,2022
2,Dirk van Duijvenbode,NED,27,6,12,0,60%,14,2022
3,Martin Schindler,GER,33,12,12,0,57.89%,14,2022
4,Josh Rock,NIR,15,3,9,0,55.56%,14,2022
5,Mensur Suljović,AUT,30,9,15,0,55.56%,14,2022
6,Danny Noppert,NED,12,3,9,0,50%,14,2022
7,Michael Smith,ENG,36,21,21,0,46.15%,14,2022
8,Vincent van der Voort,NED,15,6,12,0,45.45%,14,2022
9,Ryan Joyce,ENG,15,3,12,3,45.45%,14,2022
10,James Wade,ENG,12,15,0,0,44.44%,14,2022
11,Nathan Aspinall,ENG,27,12,21,3,42.86%,14,2022
12,Luke Humphries,ENG,18,9,15,0,42.86%,14,2022
13,Martin Lukeman,ENG,9,6,6,0,42.86%,14,2022
14,Rob Cross,ENG,18,12,12,3,40%,14,2022
15,Raymond van Barneveld,NED,12,3,15,0,40%,14,2022
16,Joe Cullen,ENG,45,27,33,9,39.47%,14,2022
17,Damon Heta,AUS,27,15,27,0,39.13%,14,2022
18,Dave Chisnall,ENG,18,15,15,0,37.5%,14,2022
19,Michael van Gerwen,NED,36,27,30,3,37.5%,14,2022
20,Mike De Decker,BEL,9,3,12,0,37.5%,14,2022
21,Jonny Clayton,WAL,27,15,30,0,37.5%,14,2022
22,Rusty-Jake Rodriguez,AUT,15,3,24,0,35.71%,14,2022
23,Dimitri Van den Bergh,BEL,30,15,42,0,34.48%,14,2022
24,Simon Whitlock,AUS,18,6,27,6,31.58%,14,2022
25,Gary Anderson,SCO,12,12,18,0,28.57%,14,2022
26,Ian White,ENG,6,3,12,0,28.57%,14,2022
27,Gerwyn Price,WAL,6,9,6,0,28.57%,14,2022
28,Peter Wright,SCO,30,30,57,0,25.64%,14,2022
29,Matt Campbell,CAN,9,12,15,0,25%,14,2022
30,Ross Smith,ENG,6,6,12,0,25%,14,2022
31,Callan Rydz,ENG,9,18,15,0,21.43%,14,2022
32,José de Sousa,POR,6,10,10,2,21.43%,14,2022
33,Chris Dobey,ENG,9,18,21,0,18.75%,14,2022
34,Jeffrey de Zwaan,NED,0,9,9,3,0%,14,2022
1,Danny Noppert,NED,15,0,12,0,55.56%,15,2022
2,Gerwyn Price,WAL,18,9,21,0,37.5%,15,2022
3,Damon Heta,AUS,9,0,18,0,33.33%,15,2022
4,Dimitri Van den Bergh,BEL,12,3,24,0,30.77%,15,2022
5,Nathan Aspinall,ENG,6,3,12,0,28.57%,15,2022
6,Chris Dobey,ENG,6,12,3,0,28.57%,15,2022
7,Gabriel Clemens,GER,6,0,15,0,28.57%,15,2022
8,Jonny Clayton,WAL,15,9,30,0,27.78%,15,2022
9,Joe Cullen,ENG,6,0,15,3,25%,15,2022
10,Michael Smith,ENG,24,27,45,0,25%,15,2022
11,Gary Anderson,SCO,6,9,9,3,22.22%,15,2022
12,James Wade,ENG,3,9,6,3,14.29%,15,2022
13,Luke Humphries,ENG,3,9,21,0,9.09%,15,2022
1,Lukas Wenig,GER,18,3,3,0,75%,16,2022
2,Zoran Lerchbacher,AUT,15,3,3,0,71.43%,16,2022
3,Connor Scutt,ENG,15,3,3,0,71.43%,16,2022
4,Luc Peters,NED,24,6,3,3,66.67%,16,2022
5,Steve Lennon,IRL,21,6,6,0,63.64%,16,2022
6,Shaun Wilkinson,ENG,15,3,6,0,62.5%,16,2022
7,Mensur Suljović,AUT,90,30,30,0,60%,16,2022
8,Matt Campbell,CAN,48,12,21,0,59.26%,16,2022
9,Jeffrey de Zwaan,NED,87,27,39,0,56.86%,16,2022
10,Kenny Neyens,BEL,15,0,12,0,55.56%,16,2022
11,Dave Cameron,CAN,15,6,6,0,55.56%,16,2022
12,Brett Claydon,ENG,18,3,12,0,54.55%,16,2022
13,Berry van Peer,NED,18,12,6,0,50%,16,2022
14,Tony Martinez,ESP,21,9,12,0,50%,16,2022
15,Nathan Rafferty,NIR,12,3,9,0,50%,16,2022
16,Lewis Williams,WAL,30,18,9,3,50%,16,2022
17,Dennis Nilsson,SWE,18,0,18,0,50%,16,2022
18,Ricky Evans,ENG,75,39,36,0,50%,16,2022
19,John Michael,GRE,12,6,6,0,50%,16,2022
20,Jonny Clayton,WAL,579,243,357,12,48.61%,16,2022
21,Max Hopp,GER,45,9,39,0,48.39%,16,2022
22,Adam Gawlas,CZE,36,21,18,0,48%,16,2022
23,Andrew Gilding,ENG,36,21,15,3,48%,16,2022
24,Luke Woodhouse,ENG,72,36,42,0,48%,16,2022
25,Ted Evetts,ENG,33,9,24,3,47.83%,16,2022
26,Ryan Joyce,ENG,123,57,78,0,47.67%,16,2022
27,Joe Cullen,ENG,483,201,339,0,47.21%,16,2022
28,Rowby-John Rodriguez,AUT,147,57,108,3,46.67%,16,2022
29,Jules Van Dongen,USA,21,12,12,0,46.67%,16,2022
30,Gian van Veen,NED,21,21,3,0,46.67%,16,2022
31,Danny Baggish,USA,27,21,12,0,45%,16,2022
32,Cameron Menzies,SCO,39,33,15,0,44.83%,16,2022
33,Bradley Brooks,ENG,24,9,21,0,44.44%,16,2022
34,Geert Nentjes,NED,12,3,9,3,44.44%,16,2022
35,Luke Humphries,ENG,360,222,228,0,44.44%,16,2022
36,Haupai Puha,NZL,12,6,9,0,44.44%,16,2022
37,Vincent van der Voort,NED,69,36,51,3,43.4%,16,2022
38,Danny Noppert,NED,78,36,66,0,43.33%,16,2022
39,Brendan Dolan,NIR,117,42,108,3,43.33%,16,2022
40,Kim Huybrechts,BEL,165,54,150,12,43.31%,16,2022
41,Lee Evans,ENG,9,3,9,0,42.86%,16,2022
42,Robert Owen,WAL,9,0,12,0,42.86%,16,2022
43,Paolo Nebrida,PHI,9,3,9,0,42.86%,16,2022
44,Rob Cross,ENG,357,213,252,12,42.81%,16,2022
45,Peter Wright,SCO,312,171,243,3,42.8%,16,2022
46,Mike De Decker,BEL,69,24,66,3,42.59%,16,2022
47,Dirk van Duijvenbode,NED,339,156,300,3,42.48%,16,2022
