Rank,Player,Country,Stat,Stat Category,Year
110,Lisa Ashton,ENG,59.54%,Pcnt Legs Won,2023
111,Anastasia Dobromyslova,RUS,59.52%,Pcnt Legs Won,2023
112,James Beeton,ENG,59.5%,Pcnt Legs Won,2023
113,Mikuru Suzuki,JPN,59.48%,Pcnt Legs Won,2023
114,Gerwyn Price,WAL,59.44%,Pcnt Legs Won,2023
115,Lorraine Hyde,SCO,59.39%,Pcnt Legs Won,2023
116,Mal Cuming,AUS,59.38%,Pcnt Legs Won,2023
117,Leonard Gates,USA,59.36%,Pcnt Legs Won,2023
118,Lukas Wenig,GER,59.32%,Pcnt Legs Won,2023
119,Bill Aitken,AUS,59.32%,Pcnt Legs Won,2023
120,Mark Bichsel,SUI,59.31%,Pcnt Legs Won,2023
121,Haruki Muramatsu,JPN,59.21%,Pcnt Legs Won,2023
122,Keita Ono,JPN,59.2%,Pcnt Legs Won,2023
123,Harley Kemp,AUS,59.16%,Pcnt Legs Won,2023
124,Richard Rowlands,ENG,59.09%,Pcnt Legs Won,2023
125,Natalie Gilbert,ENG,59.08%,Pcnt Legs Won,2023
126,Johan Engstrom,SWE,59.03%,Pcnt Legs Won,2023
127,Davie Kirwan,SCO,59.01%,Pcnt Legs Won,2023
128,Cameron Crabtree,,58.96%,Pcnt Legs Won,2023
129,Jeroen Mioch,NED,58.85%,Pcnt Legs Won,2023
130,Toru Suzuki,JPN,58.85%,Pcnt Legs Won,2023
131,Nico Kurz,GER,58.84%,Pcnt Legs Won,2023
132,Levy Frauenfelder,NED,58.81%,Pcnt Legs Won,2023
133,Jeffrey de Graaf,SWE,58.78%,Pcnt Legs Won,2023
134,Dennis Harbour,ENG,58.78%,Pcnt Legs Won,2023
135,Marcel Walpen,SUI,58.76%,Pcnt Legs Won,2023
136,Charlie Manby,ENG,58.73%,Pcnt Legs Won,2023
137,Cliff Prior,ENG,58.71%,Pcnt Legs Won,2023
138,Priscilla Steenbergen,NED,58.7%,Pcnt Legs Won,2023
139,Luke Humphries,ENG,58.69%,Pcnt Legs Won,2023
140,John Henderson,SCO,58.67%,Pcnt Legs Won,2023
141,Jack Male,ENG,58.66%,Pcnt Legs Won,2023
142,Andree Welge,GER,58.61%,Pcnt Legs Won,2023
143,Aletta Wajer,NED,58.59%,Pcnt Legs Won,2023
144,Brent Lloyd,AUS,58.51%,Pcnt Legs Won,2023
145,Lewis Bell,JER,58.51%,Pcnt Legs Won,2023
146,Dom Taylor,ENG,58.49%,Pcnt Legs Won,2023
147,Teemu Harju,FIN,58.47%,Pcnt Legs Won,2023
148,Paul Hogan,ENG,58.44%,Pcnt Legs Won,2023
149,Jacob Taylor,CAN,58.43%,Pcnt Legs Won,2023
150,Mark Barilli,SCO,58.42%,Pcnt Legs Won,2023
151,Matthew Dennant,ENG,58.41%,Pcnt Legs Won,2023
152,Almudena Fajardo Ayuso,,58.4%,Pcnt Legs Won,2023
153,Simon Adams,RSA,58.39%,Pcnt Legs Won,2023
154,Josh Roberts,NZL,58.39%,Pcnt Legs Won,2023
155,Scott Walters,ENG,58.29%,Pcnt Legs Won,2023
156,Berry van Peer,NED,58.29%,Pcnt Legs Won,2023
157,Bradly Roes,NED,58.18%,Pcnt Legs Won,2023
158,Angela Kirkwood,ENG,58.16%,Pcnt Legs Won,2023
159,Dragutin Horvat,GER,58.16%,Pcnt Legs Won,2023
160,Sebastian Bialecki,POL,58.13%,Pcnt Legs Won,2023
161,Jaymie Hilton-Jones,NZL,58.08%,Pcnt Legs Won,2023
162,Dave Proosten,NED,58.03%,Pcnt Legs Won,2023
163,Michael van Gerwen,NED,58.01%,Pcnt Legs Won,2023
164,Viktor Tingstrom,SWE,58%,Pcnt Legs Won,2023
165,Thanawat Gaweenuntavong,THA,58%,Pcnt Legs Won,2023
166,Royden Lam,HKG,57.98%,Pcnt Legs Won,2023
167,Stu Irwin,NZL,57.96%,Pcnt Legs Won,2023
168,Yoshihisa Baba,JPN,57.95%,Pcnt Legs Won,2023
169,Colin McGarry,NIR,57.93%,Pcnt Legs Won,2023
170,Peter Jacques,ENG,57.87%,Pcnt Legs Won,2023
171,Gary Anderson,SCO,57.86%,Pcnt Legs Won,2023
172,Craig Ross,NZL,57.79%,Pcnt Legs Won,2023
173,Filip Ljubenko,CRO,57.78%,Pcnt Legs Won,2023
174,Mike Huntley,,57.78%,Pcnt Legs Won,2023
175,Jitse van der Wal,NED,57.74%,Pcnt Legs Won,2023
176,Dean Naude,RSA,57.69%,Pcnt Legs Won,2023
177,Jelle Klaasen,NED,57.68%,Pcnt Legs Won,2023
178,Patrick Kovacs,HUN,57.61%,Pcnt Legs Won,2023
179,Marvin Kraft,GER,57.61%,Pcnt Legs Won,2023
180,Paavo Myller,FIN,57.6%,Pcnt Legs Won,2023
181,Alan Skayman,NZL,57.59%,Pcnt Legs Won,2023
182,Benjamin Pratnemer,SVN,57.58%,Pcnt Legs Won,2023
183,Andrew Hastings,NZL,57.56%,Pcnt Legs Won,2023
184,Paul Krohne,GER,57.56%,Pcnt Legs Won,2023
185,Adam Paxton,ENG,57.55%,Pcnt Legs Won,2023
186,Paul Rowley,ENG,57.51%,Pcnt Legs Won,2023
187,Mick Lacey,AUS,57.49%,Pcnt Legs Won,2023
188,Christian Kist,NED,57.47%,Pcnt Legs Won,2023
189,Ryan Hogarth,SCO,57.47%,Pcnt Legs Won,2023
190,David Wawrzewski,ENG,57.45%,Pcnt Legs Won,2023
191,Scott Baker,ENG,57.4%,Pcnt Legs Won,2023
192,John Michael,GRE,57.37%,Pcnt Legs Won,2023
193,Andy Hamilton,ENG,57.36%,Pcnt Legs Won,2023
194,Justin Hewitt,GIB,57.35%,Pcnt Legs Won,2023
195,Richie Howson,ENG,57.34%,Pcnt Legs Won,2023
196,Mark McGeeney,ENG,57.32%,Pcnt Legs Won,2023
197,James Howard Hughes,ENG,57.31%,Pcnt Legs Won,2023
198,Mark Dudbridge,ENG,57.3%,Pcnt Legs Won,2023
199,Landon Gardiner,NZL,57.26%,Pcnt Legs Won,2023
200,Simon Bak,DEN,57.26%,Pcnt Legs Won,2023
201,Rhys Mathewson,AUS,57.26%,Pcnt Legs Won,2023
202,Steve West,ENG,57.23%,Pcnt Legs Won,2023
203,Hannu Suominen,FIN,57.23%,Pcnt Legs Won,2023
204,Alexander Merkx,NED,57.2%,Pcnt Legs Won,2023
205,Pim van Bijnen,NED,57.14%,Pcnt Legs Won,2023
206,Sonny Balagat,PHI,57.14%,Pcnt Legs Won,2023
207,Lewis Gurney,ENG,57.12%,Pcnt Legs Won,2023
208,Michele Turetta,ITA,57.03%,Pcnt Legs Won,2023
209,Paige Pauling,ENG,57.02%,Pcnt Legs Won,2023
210,Andy Boulton,SCO,56.98%,Pcnt Legs Won,2023
211,Jack Johnson,,56.98%,Pcnt Legs Won,2023
212,Ricardo Perez,ESP,56.98%,Pcnt Legs Won,2023
213,Nathan Girvan,SCO,56.89%,Pcnt Legs Won,2023
214,Robert Thornton,SCO,56.86%,Pcnt Legs Won,2023
215,Damian Vetjens,NED,56.86%,Pcnt Legs Won,2023
216,Maria O Brien,ENG,56.82%,Pcnt Legs Won,2023
217,Jason Brandon,USA,56.78%,Pcnt Legs Won,2023
218,Neil Duff,NIR,56.74%,Pcnt Legs Won,2023
219,Dan Read,ENG,56.74%,Pcnt Legs Won,2023
220,Tomas Houdek,CZE,56.73%,Pcnt Legs Won,2023
221,Rob Cross,ENG,56.69%,Pcnt Legs Won,2023
222,Ian Moss,ENG,56.69%,Pcnt Legs Won,2023
223,Ross Smith,ENG,56.67%,Pcnt Legs Won,2023
224,Martyn Turner,ENG,56.67%,Pcnt Legs Won,2023
225,Darren Armstrong,ENG,56.67%,Pcnt Legs Won,2023
226,Alan Tabern,ENG,56.63%,Pcnt Legs Won,2023
227,Owen Bates,ENG,56.61%,Pcnt Legs Won,2023
228,James Hurrell,ENG,56.6%,Pcnt Legs Won,2023
229,Daniel Stephenson,ENG,56.56%,Pcnt Legs Won,2023
230,Jonathan Worsley,WAL,56.54%,Pcnt Legs Won,2023
231,Jenson Walker,ENG,56.54%,Pcnt Legs Won,2023
232,Oliver King,ENG,56.52%,Pcnt Legs Won,2023
233,Damon Heta,AUS,56.52%,Pcnt Legs Won,2023
234,Dirk van Duijvenbode,NED,56.51%,Pcnt Legs Won,2023
235,Oskar Lukasiak,SWE,56.49%,Pcnt Legs Won,2023
236,Tom Veje,,56.48%,Pcnt Legs Won,2023
237,Mitchell Clegg,AUS,56.46%,Pcnt Legs Won,2023
238,Alexander Masek,CZE,56.42%,Pcnt Legs Won,2023
239,Danny Tessmann,GER,56.42%,Pcnt Legs Won,2023
240,Sarah Roberts,ENG,56.37%,Pcnt Legs Won,2023
241,Jim McEwan,SCO,56.27%,Pcnt Legs Won,2023
242,Jacob Gwynne,ENG,56.23%,Pcnt Legs Won,2023
243,Jim Moston,ENG,56.19%,Pcnt Legs Won,2023
244,Jani Laurila,FIN,56.15%,Pcnt Legs Won,2023
245,Daryl Gurney,NIR,56.13%,Pcnt Legs Won,2023
246,Arjan Konterman,NED,56.13%,Pcnt Legs Won,2023
247,Josh Rock,NIR,56.12%,Pcnt Legs Won,2023
248,Andras Borbely,HUN,56.1%,Pcnt Legs Won,2023
249,Robert Grundy,,56.07%,Pcnt Legs Won,2023
250,Daniel Lauby Jr.,USA,56.05%,Pcnt Legs Won,2023
251,Mike Warburton,WAL,56.01%,Pcnt Legs Won,2023
252,Nathan Rafferty,NIR,56.01%,Pcnt Legs Won,2023
253,Dmitrijs Zukovs,,56.01%,Pcnt Legs Won,2023
254,Dave Cameron,CAN,55.97%,Pcnt Legs Won,2023
255,Dylan Slevin,IRL,55.9%,Pcnt Legs Won,2023
256,Francois Schweyen,BEL,55.89%,Pcnt Legs Won,2023
257,Richie Edwards,WAL,55.88%,Pcnt Legs Won,2023
258,Paul Milford,ENG,55.85%,Pcnt Legs Won,2023
259,Shane McGuirk,IRL,55.82%,Pcnt Legs Won,2023
260,Dave Chisnall,ENG,55.81%,Pcnt Legs Won,2023
261,Reece Robinson,ENG,55.74%,Pcnt Legs Won,2023
262,Anton Ostlund,SWE,55.74%,Pcnt Legs Won,2023
263,Jim Williams,WAL,55.73%,Pcnt Legs Won,2023
264,Roman Benecky,CZE,55.71%,Pcnt Legs Won,2023
265,Leighton Bennett,ENG,55.69%,Pcnt Legs Won,2023
266,Matt Clark,ENG,55.62%,Pcnt Legs Won,2023
267,Thomas Lovely,ENG,55.62%,Pcnt Legs Won,2023
268,Luis Camacho,POR,55.56%,Pcnt Legs Won,2023
269,Daniel Pearson,AUS,55.56%,Pcnt Legs Won,2023
270,Pascal Rupprecht,GER,55.53%,Pcnt Legs Won,2023
271,Lance Odgers,NZL,55.51%,Pcnt Legs Won,2023
272,Stefaan Henderyck,BEL,55.51%,Pcnt Legs Won,2023
273,Conan Whitehead,ENG,55.48%,Pcnt Legs Won,2023
274,Wesley Harms,NED,55.48%,Pcnt Legs Won,2023
275,David Hanel,AUS,55.45%,Pcnt Legs Won,2023
276,Stephen Bunting,ENG,55.41%,Pcnt Legs Won,2023
277,James Wade,ENG,55.38%,Pcnt Legs Won,2023
278,Rusty-Jake Rodriguez,AUT,55.35%,Pcnt Legs Won,2023
279,Brett Claydon,ENG,55.35%,Pcnt Legs Won,2023
280,Max Hopp,GER,55.35%,Pcnt Legs Won,2023
281,Jeremy van der Winkel,NED,55.34%,Pcnt Legs Won,2023
282,Paula Jacklin,ENG,55.29%,Pcnt Legs Won,2023
283,Bradley Aldous,ENG,55.28%,Pcnt Legs Won,2023
284,Kurt Parry,WAL,55.27%,Pcnt Legs Won,2023
285,Martijn Dragt,NED,55.26%,Pcnt Legs Won,2023
286,Scott Mitchell,ENG,55.25%,Pcnt Legs Won,2023
287,Adam Dee,IRL,55.2%,Pcnt Legs Won,2023
288,Riley Rees-Tucker,WAL,55.19%,Pcnt Legs Won,2023
289,Darren Johnson,ENG,55.15%,Pcnt Legs Won,2023
290,Kevin Edwards,ENG,55.11%,Pcnt Legs Won,2023
291,Michael Flynn,IRL,55.1%,Pcnt Legs Won,2023
292,Wesley Plaisier,NED,55.09%,Pcnt Legs Won,2023
293,Jurjen van der Velde,NED,55.08%,Pcnt Legs Won,2023
294,Chris Landman,NED,55.08%,Pcnt Legs Won,2023
295,Vitezslav Sedlak,CZE,55.08%,Pcnt Legs Won,2023
296,Thibault Tricole,FRA,55.07%,Pcnt Legs Won,2023
297,Jarred Cole,ENG,55.02%,Pcnt Legs Won,2023
298,Hipirini Te Whakaara,NZL,54.96%,Pcnt Legs Won,2023
299,Shaun McDonald,SCO,54.93%,Pcnt Legs Won,2023
300,Lewis Mayes,ENG,54.93%,Pcnt Legs Won,2023
301,Jarno Bottenberg,NED,54.93%,Pcnt Legs Won,2023
302,Markus Kessler,GER,54.88%,Pcnt Legs Won,2023
303,Leung Kai Fan,HKG,54.86%,Pcnt Legs Won,2023
304,Justin Hood,ENG,54.86%,Pcnt Legs Won,2023
305,Deon Oliver,RSA,54.85%,Pcnt Legs Won,2023
306,Ryan Branley,ENG,54.85%,Pcnt Legs Won,2023
307,Sam Laing,NZL,54.85%,Pcnt Legs Won,2023
308,Jannes Bremermann,GER,54.85%,Pcnt Legs Won,2023
309,Keane Barry,IRL,54.7%,Pcnt Legs Won,2023
310,Moreno Blom,NED,54.7%,Pcnt Legs Won,2023
311,Mike Gillet,WAL,54.69%,Pcnt Legs Won,2023
312,Tommy Morris,ENG,54.69%,Pcnt Legs Won,2023
313,Krzysztof Ratajski,POL,54.66%,Pcnt Legs Won,2023
314,Patrick Tringler,AUT,54.64%,Pcnt Legs Won,2023
315,Carlo van Peer,NED,54.62%,Pcnt Legs Won,2023
316,Prakash Jiwa,IND,54.6%,Pcnt Legs Won,2023
317,Reece Colley,ENG,54.57%,Pcnt Legs Won,2023
318,Oliver Madge,ENG,54.57%,Pcnt Legs Won,2023
319,Scott Taylor,ENG,54.55%,Pcnt Legs Won,2023
320,Nauris Gleglu,LTV,54.42%,Pcnt Legs Won,2023
321,Ryan Joyce,ENG,54.41%,Pcnt Legs Won,2023
322,Harry Gregory,ENG,54.41%,Pcnt Legs Won,2023
323,Craig Galliano,GIB,54.34%,Pcnt Legs Won,2023
324,Ruben Mesters,NED,54.33%,Pcnt Legs Won,2023
325,Mareno Michels,NED,54.31%,Pcnt Legs Won,2023
326,Owen Maiden,ENG,54.31%,Pcnt Legs Won,2023
327,Kevin Blomme,BEL,54.29%,Pcnt Legs Won,2023
328,Wayne Jones,ENG,54.28%,Pcnt Legs Won,2023
329,Jo Clements,ENG,54.26%,Pcnt Legs Won,2023
330,Jani Keskinarkaus,FIN,54.26%,Pcnt Legs Won,2023
331,Bradley Brooks,ENG,54.24%,Pcnt Legs Won,2023
332,Marc Petermann,GER,54.19%,Pcnt Legs Won,2023
333,David Evans,ENG,54.18%,Pcnt Legs Won,2023
334,Andrew Gilding,ENG,54.09%,Pcnt Legs Won,2023
335,Ricardo Pietreczko,GER,54.09%,Pcnt Legs Won,2023
336,Chris Quantock,ENG,54.08%,Pcnt Legs Won,2023
337,Dalibor Smolik,CZE,54.07%,Pcnt Legs Won,2023
338,Lee Budgen,ENG,54.04%,Pcnt Legs Won,2023
339,Tic Bridge,AUS,54.01%,Pcnt Legs Won,2023
340,Troy Papworth,AUS,54%,Pcnt Legs Won,2023
341,Michael Smith,ENG,54%,Pcnt Legs Won,2023
342,Conor Heneghan,IRL,53.98%,Pcnt Legs Won,2023
343,Harry Ward,ENG,53.97%,Pcnt Legs Won,2023
344,Ryan Searle,ENG,53.96%,Pcnt Legs Won,2023
345,Steve Hine,ENG,53.96%,Pcnt Legs Won,2023
346,Luke Woodhouse,ENG,53.95%,Pcnt Legs Won,2023
347,Arno Merk,GER,53.93%,Pcnt Legs Won,2023
348,Michael Rasztovits,AUT,53.93%,Pcnt Legs Won,2023
349,Christian Helmecke,GER,53.92%,Pcnt Legs Won,2023
350,Paul Linwood,WAL,53.92%,Pcnt Legs Won,2023
351,Jonny Clayton,WAL,53.9%,Pcnt Legs Won,2023
352,Danny Noppert,NED,53.9%,Pcnt Legs Won,2023
353,Rune Van Damme,BEL,53.88%,Pcnt Legs Won,2023
354,Patrick Lynskey,ENG,53.86%,Pcnt Legs Won,2023
355,Jaikob Selby-Rivas,ENG,53.85%,Pcnt Legs Won,2023
356,Colin Osborne,ENG,53.83%,Pcnt Legs Won,2023
357,Richard North,ENG,53.83%,Pcnt Legs Won,2023
358,Sam Cromwell,ENG,53.82%,Pcnt Legs Won,2023
359,Laura Turner,ENG,53.79%,Pcnt Legs Won,2023
360,Kalem Marsh,ENG,53.78%,Pcnt Legs Won,2023
361,Chas Barstow,ENG,53.78%,Pcnt Legs Won,2023
362,Leon Remde,GER,53.73%,Pcnt Legs Won,2023
363,Joe Cullen,ENG,53.71%,Pcnt Legs Won,2023
364,Jayden Harper,ENG,53.68%,Pcnt Legs Won,2023
365,Tytus Kanik,POL,53.68%,Pcnt Legs Won,2023
366,William Borland,SCO,53.67%,Pcnt Legs Won,2023
367,Richard Veenstra,NED,53.67%,Pcnt Legs Won,2023
368,Steffen Siepmann,GER,53.63%,Pcnt Legs Won,2023
369,Connor Arberry,ENG,53.63%,Pcnt Legs Won,2023
370,Daan Bastiaansen,NED,53.62%,Pcnt Legs Won,2023
371,Stefan Dees,NED,53.58%,Pcnt Legs Won,2023
372,Owen Roelofs,NED,53.56%,Pcnt Legs Won,2023
373,Ian Jones,ENG,53.56%,Pcnt Legs Won,2023
374,Mike De Decker,BEL,53.54%,Pcnt Legs Won,2023
375,Robert Kef,NED,53.52%,Pcnt Legs Won,2023
376,Wayne Davies,WAL,53.47%,Pcnt Legs Won,2023
377,Martin Thomas,WAL,53.46%,Pcnt Legs Won,2023
378,Katie Sheldon,IRL,53.44%,Pcnt Legs Won,2023
379,Vince Tipple,ENG,53.42%,Pcnt Legs Won,2023
380,Lennart Efraimsson,SWE,53.31%,Pcnt Legs Won,2023
381,Cor Dekker,NOR,53.29%,Pcnt Legs Won,2023
382,Travis Baur,NIR,53.27%,Pcnt Legs Won,2023
383,Jake Robinson,ENG,53.25%,Pcnt Legs Won,2023
384,Gabriel Clemens,GER,53.24%,Pcnt Legs Won,2023
385,Christopher Toonders,GER,53.21%,Pcnt Legs Won,2023
386,Jani Elijoki,FIN,53.14%,Pcnt Legs Won,2023
387,Ciarán Teehan,IRL,53.13%,Pcnt Legs Won,2023
388,Brendan Dolan,NIR,53.08%,Pcnt Legs Won,2023
389,Adriana van Wijgerden-Vermaat,IRL,52.94%,Pcnt Legs Won,2023
390,Jon Kirkeby,DEN,52.94%,Pcnt Legs Won,2023
391,Patrick Peters,NED,52.91%,Pcnt Legs Won,2023
392,Daniel Perry,ENG,52.89%,Pcnt Legs Won,2023
393,Gabor Jagicza,HUN,52.85%,Pcnt Legs Won,2023
394,Adam Hunt,ENG,52.8%,Pcnt Legs Won,2023
395,David Fatum,USA,52.77%,Pcnt Legs Won,2023
396,Maik Kuivenhoven,NED,52.76%,Pcnt Legs Won,2023
397,Joshua Richardson,ENG,52.74%,Pcnt Legs Won,2023
398,Roy van de Griendt,NED,52.73%,Pcnt Legs Won,2023
399,Nathan Aspinall,ENG,52.73%,Pcnt Legs Won,2023
400,Jordan Sharpe,ENG,52.72%,Pcnt Legs Won,2023
401,Adrian Gray,ENG,52.7%,Pcnt Legs Won,2023
402,Adam Mould,ENG,52.7%,Pcnt Legs Won,2023
403,Fabian Tapner,WAL,52.68%,Pcnt Legs Won,2023
404,Keelan Kay,ENG,52.62%,Pcnt Legs Won,2023
405,David Schlichting,GER,52.61%,Pcnt Legs Won,2023
406,Dennie Olde Kalter,NED,52.61%,Pcnt Legs Won,2023
407,David Sumner,ENG,52.61%,Pcnt Legs Won,2023
408,Chris Gilliland,NIR,52.6%,Pcnt Legs Won,2023
409,Thomas Köhnlein,GER,52.6%,Pcnt Legs Won,2023
410,Kim Huybrechts,BEL,52.58%,Pcnt Legs Won,2023
411,Lee Cocks,ENG,52.58%,Pcnt Legs Won,2023
412,Kieran Thompson,ENG,52.57%,Pcnt Legs Won,2023
413,Darren Brown,ENG,52.53%,Pcnt Legs Won,2023
414,Chris Dobey,ENG,52.53%,Pcnt Legs Won,2023
415,Martin Schindler,GER,52.5%,Pcnt Legs Won,2023
416,David Pisek,CZE,52.49%,Pcnt Legs Won,2023
417,Michael Hurtz,GER,52.48%,Pcnt Legs Won,2023
418,Sean Fisher,WAL,52.47%,Pcnt Legs Won,2023
419,Mike Norton,ENG,52.38%,Pcnt Legs Won,2023
420,Eddie Lovely,ENG,52.32%,Pcnt Legs Won,2023
421,Kevin Painter,ENG,52.32%,Pcnt Legs Won,2023
422,Harry Lane,ENG,52.31%,Pcnt Legs Won,2023
423,Keith Way,CAN,52.31%,Pcnt Legs Won,2023
424,Cameron Anderson,ENG,52.3%,Pcnt Legs Won,2023
425,Terry Jenkins,ENG,52.29%,Pcnt Legs Won,2023
426,Mark Layton,WAL,52.29%,Pcnt Legs Won,2023
427,Connor Hopkins,WAL,52.29%,Pcnt Legs Won,2023
428,Andy Jenkins,ENG,52.29%,Pcnt Legs Won,2023
429,Ole Holtkamp,GER,52.24%,Pcnt Legs Won,2023
430,Stephen Rosney,IRL,52.23%,Pcnt Legs Won,2023
431,Ian White,ENG,52.19%,Pcnt Legs Won,2023
432,Trevor Ellacott,WAL,52.16%,Pcnt Legs Won,2023
433,Wen Lihao,,52.16%,Pcnt Legs Won,2023
434,Felix Schiertz,SUI,52.15%,Pcnt Legs Won,2023
435,William O'Connor,IRL,52.14%,Pcnt Legs Won,2023
436,Callan Rydz,ENG,52.13%,Pcnt Legs Won,2023
437,Ben Clark,AUS,52.1%,Pcnt Legs Won,2023
438,Geoffrey Murray,ENG,52.08%,Pcnt Legs Won,2023
439,Gilbert van der Meijden,NED,52.05%,Pcnt Legs Won,2023
440,Jack Main,ENG,52%,Pcnt Legs Won,2023
441,Raymond van Barneveld,NED,51.99%,Pcnt Legs Won,2023
442,Carl Sneyd,ENG,51.94%,Pcnt Legs Won,2023
443,Lee Williams,WAL,51.92%,Pcnt Legs Won,2023
444,Jimmy van Schie,NED,51.89%,Pcnt Legs Won,2023
445,Daniel Vogt,GER,51.89%,Pcnt Legs Won,2023
446,Lewis Pride,ENG,51.88%,Pcnt Legs Won,2023
447,Jose De Sousa,POR,51.86%,Pcnt Legs Won,2023
448,Marcel Gerdon,GER,51.85%,Pcnt Legs Won,2023
449,Mario Vandenbogaerde,BEL,51.85%,Pcnt Legs Won,2023
450,Ron Meulenkamp,NED,51.84%,Pcnt Legs Won,2023
451,Mick Baker,ENG,51.84%,Pcnt Legs Won,2023
452,Henry Coates,ENG,51.82%,Pcnt Legs Won,2023
453,Marcel Erba,GER,51.82%,Pcnt Legs Won,2023
454,Niels Zonneveld,NED,51.8%,Pcnt Legs Won,2023
455,Doug Boehm,USA,51.77%,Pcnt Legs Won,2023
456,Alan Norris,ENG,51.75%,Pcnt Legs Won,2023
457,Jason Heaver,ENG,51.72%,Pcnt Legs Won,2023
458,Samantha Kirton,ENG,51.71%,Pcnt Legs Won,2023
459,Kevin Mills,ENG,51.69%,Pcnt Legs Won,2023
460,Carl Beattie,ENG,51.63%,Pcnt Legs Won,2023
461,Daniel Ayres,ENG,51.61%,Pcnt Legs Won,2023
462,Marcel Hausotter,GER,51.6%,Pcnt Legs Won,2023
463,Jermaine Wattimena,NED,51.55%,Pcnt Legs Won,2023
464,Dylan Quinn,IRL,51.52%,Pcnt Legs Won,2023
465,Davyd Venken,BEL,51.49%,Pcnt Legs Won,2023
466,Lindsey Ashton,ENG,51.49%,Pcnt Legs Won,2023
467,Roz Bulmer,ENG,51.46%,Pcnt Legs Won,2023
468,Daniel Klose,GER,51.45%,Pcnt Legs Won,2023
469,Johnny Stewart,NIR,51.41%,Pcnt Legs Won,2023
470,Steph Clarke,ENG,51.41%,Pcnt Legs Won,2023
471,Ryan Furness,ENG,51.37%,Pcnt Legs Won,2023
472,Jamai van den Herik,NED,51.36%,Pcnt Legs Won,2023
473,Robert Rickwood,ENG,51.3%,Pcnt Legs Won,2023
474,Cameron Menzies,SCO,51.3%,Pcnt Legs Won,2023
475,Jens Ziegler,GER,51.27%,Pcnt Legs Won,2023
476,Casey Gallagher,ENG,51.26%,Pcnt Legs Won,2023
477,Ricky Evans,ENG,51.25%,Pcnt Legs Won,2023
478,Kevin van Wauwe,BEL,51.23%,Pcnt Legs Won,2023
479,Connor Scutt,ENG,51.21%,Pcnt Legs Won,2023
480,Kevin Doets,NED,51.2%,Pcnt Legs Won,2023
481,James Richardson,ENG,51.15%,Pcnt Legs Won,2023
482,Scott Johnson (Eng),AUS,51.12%,Pcnt Legs Won,2023
483,Nick Kohey,NZL,51.11%,Pcnt Legs Won,2023
484,Franz Rötzsch,GER,51.09%,Pcnt Legs Won,2023
485,Aurora Fochesato,ITA,51.09%,Pcnt Legs Won,2023
486,Bram van Dijk,NED,51.07%,Pcnt Legs Won,2023
487,Nick Kenny,WAL,51.06%,Pcnt Legs Won,2023
488,Alec Small,WAL,51.06%,Pcnt Legs Won,2023
489,Romeo Grbavac,CRO,51.04%,Pcnt Legs Won,2023
490,Jake Macmillan,CAN,50.99%,Pcnt Legs Won,2023
491,Brian Corbett,NZL,50.97%,Pcnt Legs Won,2023
492,Tom Lonsdale,ENG,50.95%,Pcnt Legs Won,2023
493,Sara Mortimer,ENG,50.95%,Pcnt Legs Won,2023
494,Kevin Dowling,ENG,50.95%,Pcnt Legs Won,2023
495,Patrick van den Boogaard,NED,50.93%,Pcnt Legs Won,2023
496,Mark Lawrence,ENG,50.91%,Pcnt Legs Won,2023
497,Cayden Smith,ENG,50.89%,Pcnt Legs Won,2023
498,Robert Collins,ENG,50.86%,Pcnt Legs Won,2023
499,Jack Vincent,ENG,50.85%,Pcnt Legs Won,2023
500,Matt Arpin,,50.82%,Pcnt Legs Won,2023
501,Steven Strobbe,BEL,50.82%,Pcnt Legs Won,2023
502,Radoslaw Szaganski,POL,50.8%,Pcnt Legs Won,2023
503,Dave Prins,ENG,50.77%,Pcnt Legs Won,2023
504,Mickey Mansell,NIR,50.74%,Pcnt Legs Won,2023
505,Luke Smith,ENG,50.71%,Pcnt Legs Won,2023
506,Paul Mitchell,ENG,50.71%,Pcnt Legs Won,2023
507,Adam Gawlas,CZE,50.7%,Pcnt Legs Won,2023
508,Mark Challenger,WAL,50.68%,Pcnt Legs Won,2023
509,Kim Holden,ENG,50.67%,Pcnt Legs Won,2023
510,Dimitri Van den Bergh,BEL,50.66%,Pcnt Legs Won,2023
511,Chris Savvery,WAL,50.66%,Pcnt Legs Won,2023
512,Mindaugas Barauskas,LTH,50.66%,Pcnt Legs Won,2023
513,Graham Hall,ENG,50.62%,Pcnt Legs Won,2023
514,Mike Keen,NZL,50.61%,Pcnt Legs Won,2023
515,Henrik Sjoberg,DEN,50.61%,Pcnt Legs Won,2023
516,Matthías Örn Friðriksson,,50.61%,Pcnt Legs Won,2023
517,Ivan Springborg Poulsen,DEN,50.58%,Pcnt Legs Won,2023
518,Jamie Rooksby,ENG,50.55%,Pcnt Legs Won,2023
519,Charlie Large,ENG,50.54%,Pcnt Legs Won,2023
520,Jules Van Dongen,USA,50.54%,Pcnt Legs Won,2023
521,Seppe Dasseville,BEL,50.53%,Pcnt Legs Won,2023
522,Evonne Taylor,ENG,50.53%,Pcnt Legs Won,2023
523,Donna Gleed,ENG,50.52%,Pcnt Legs Won,2023
524,Kenny Neyens,BEL,50.52%,Pcnt Legs Won,2023
525,Jeffrey de Zwaan,NED,50.49%,Pcnt Legs Won,2023
526,Oh Jae-in,,50.49%,Pcnt Legs Won,2023
